CHR,START,END,ENTREZ,r01_100kb_count,r03_100kb_count,r05_100kb_count,all_SNPs_100kb,r01_10kb_count,r03_10kb_count,r05_10kb_count,all_SNPs_10kb,GENE_SIZE,ratio_r01_100kb,ratio_r03_100kb,ratio_r05_100kb,ratio_allSNPs_100kb,ratio_r01_10kb,ratio_r03_10kb,ratio_r05_10kb,ratio_all_SNPs_10kb
chr7,148799876,148823438,155054,14,24,59,861,2,4,10,153,23562,0.01%,0.01%,0.03%,0.39%,0.00%,0.01%,0.02%,0.35%
chr17,57297828,57353328,284161,16,28,39,615,3,7,8,174,55500,0.01%,0.01%,0.02%,0.24%,0.00%,0.01%,0.01%,0.23%
chr1,197881037,197904608,56956,14,33,55,670,4,7,10,127,23571,0.01%,0.01%,0.02%,0.30%,0.01%,0.02%,0.02%,0.29%
chr11,65479467,65487075,10524,13,36,55,558,3,9,11,107,7608,0.01%,0.02%,0.03%,0.27%,0.01%,0.03%,0.04%,0.39%
chr1,193148175,193155784,8707,13,15,18,568,1,1,1,66,7609,0.01%,0.01%,0.01%,0.27%,0.00%,0.00%,0.00%,0.24%
chr19,45910591,45982086,2067,17,50,88,968,4,11,27,320,71495,0.01%,0.02%,0.03%,0.36%,0.00%,0.01%,0.03%,0.35%
chr7,150688083,150711676,4846,14,38,63,643,3,14,19,124,23593,0.01%,0.02%,0.03%,0.29%,0.01%,0.03%,0.04%,0.28%
chr4,75230860,75254468,2069,14,24,30,780,2,5,8,211,23608,0.01%,0.01%,0.01%,0.35%,0.00%,0.01%,0.02%,0.48%
chr6,106534195,106557814,639,14,40,73,681,1,6,14,118,23619,0.01%,0.02%,0.03%,0.30%,0.00%,0.01%,0.03%,0.27%
chr3,100428205,100467810,10342,15,33,50,1090,2,5,7,259,39605,0.01%,0.01%,0.02%,0.45%,0.00%,0.01%,0.01%,0.43%
chr2,237232794,237416185,79781,24,43,60,1133,10,22,29,591,183391,0.01%,0.01%,0.02%,0.30%,0.00%,0.01%,0.01%,0.29%
chr11,119209652,119217368,114902,13,31,48,478,5,14,16,98,7716,0.01%,0.01%,0.02%,0.23%,0.02%,0.05%,0.06%,0.35%
chr11,119209652,119217368,83552,13,31,48,478,5,14,16,98,7716,0.01%,0.01%,0.02%,0.23%,0.02%,0.05%,0.06%,0.35%
chr17,43331760,43339479,124783,13,32,59,553,2,1,3,73,7719,0.01%,0.02%,0.03%,0.27%,0.01%,0.00%,0.01%,0.26%
chr7,102073553,102097268,80228,14,39,56,502,3,9,17,147,23715,0.01%,0.02%,0.03%,0.22%,0.01%,0.02%,0.04%,0.34%
chr6,76630832,76782395,3617,22,47,62,983,12,30,34,460,151563,0.01%,0.01%,0.02%,0.28%,0.01%,0.02%,0.02%,0.27%
chr17,38948455,38956211,162605,13,45,71,736,1,8,14,97,7756,0.01%,0.02%,0.03%,0.35%,0.00%,0.03%,0.05%,0.35%
chr9,95947198,96082854,65268,21,57,107,1380,5,15,31,556,135656,0.01%,0.02%,0.03%,0.41%,0.00%,0.01%,0.02%,0.36%
chr12,56623833,56631630,283375,13,21,30,326,2,4,5,43,7797,0.01%,0.01%,0.01%,0.16%,0.01%,0.01%,0.02%,0.15%
chr2,68686551,68694390,554251,13,36,45,915,1,2,3,76,7839,0.01%,0.02%,0.02%,0.44%,0.00%,0.01%,0.01%,0.27%
chr22,24577227,24585078,56241,13,28,46,668,2,3,5,86,7851,0.01%,0.01%,0.02%,0.32%,0.01%,0.01%,0.02%,0.31%
chr16,23072727,23160591,57478,18,51,72,1124,3,14,17,320,87864,0.01%,0.02%,0.03%,0.39%,0.00%,0.01%,0.02%,0.30%
chr5,75911307,75919259,2151,13,42,67,884,3,8,11,160,7952,0.01%,0.02%,0.03%,0.43%,0.01%,0.03%,0.04%,0.57%
chr4,106962756,107242652,93627,30,77,108,1566,13,38,54,812,279896,0.01%,0.02%,0.02%,0.33%,0.00%,0.01%,0.02%,0.27%
chr17,73629514,73637484,643008,13,36,54,833,1,1,1,55,7970,0.01%,0.02%,0.03%,0.40%,0.00%,0.00%,0.00%,0.20%
chr18,43684298,43708299,115106,14,33,44,728,0,6,10,166,24001,0.01%,0.01%,0.02%,0.32%,0.00%,0.01%,0.02%,0.38%
chr8,38846327,38854343,83877,13,47,78,595,1,5,10,81,8016,0.01%,0.02%,0.04%,0.29%,0.00%,0.02%,0.04%,0.29%
chr5,170814120,170838141,4869,14,50,86,791,2,3,8,149,24021,0.01%,0.02%,0.04%,0.35%,0.00%,0.01%,0.02%,0.34%
chr1,22890057,22930087,2046,15,40,73,819,4,12,27,273,40030,0.01%,0.02%,0.03%,0.34%,0.01%,0.02%,0.04%,0.45%
chr9,103189438,103213511,91283,14,30,41,661,2,4,5,142,24073,0.01%,0.01%,0.02%,0.29%,0.00%,0.01%,0.01%,0.32%
chr1,204391756,204463852,5287,17,36,53,884,6,9,13,286,72096,0.01%,0.01%,0.02%,0.32%,0.01%,0.01%,0.01%,0.31%
chr9,135457572,135465653,56751,13,44,66,677,4,10,13,64,8081,0.01%,0.02%,0.03%,0.33%,0.01%,0.04%,0.05%,0.23%
chr22,30843946,30868036,266629,14,49,78,908,7,15,24,193,24090,0.01%,0.02%,0.03%,0.41%,0.02%,0.03%,0.05%,0.44%
chr14,64915824,64971931,7597,16,36,56,839,4,10,11,224,56107,0.01%,0.01%,0.02%,0.33%,0.01%,0.01%,0.01%,0.29%
chr5,33944721,33984835,51151,15,30,38,744,9,13,15,153,40114,0.01%,0.01%,0.02%,0.31%,0.01%,0.02%,0.02%,0.25%
chr8,141667999,142012315,5747,34,69,104,1604,16,28,41,874,344316,0.01%,0.01%,0.02%,0.29%,0.00%,0.01%,0.01%,0.24%
chr2,220363589,220371710,29926,13,30,41,588,0,2,3,81,8121,0.01%,0.01%,0.02%,0.28%,0.00%,0.01%,0.01%,0.29%
chr7,23145353,23217533,55975,17,43,69,910,5,12,16,326,72180,0.01%,0.02%,0.03%,0.33%,0.01%,0.01%,0.02%,0.35%
chr19,4360367,4400544,6455,15,51,74,1063,2,8,10,213,40177,0.01%,0.02%,0.03%,0.44%,0.00%,0.01%,0.02%,0.35%
chr19,49838428,49846592,951,13,32,48,759,0,1,3,65,8164,0.01%,0.02%,0.02%,0.36%,0.00%,0.00%,0.01%,0.23%
chr5,134779908,134788089,497189,13,28,41,602,2,9,15,115,8181,0.01%,0.01%,0.02%,0.29%,0.01%,0.03%,0.05%,0.41%
chr12,54789045,54813244,3678,14,34,53,457,1,4,6,53,24199,0.01%,0.02%,0.02%,0.20%,0.00%,0.01%,0.01%,0.12%
chr8,59323823,59364060,137886,15,54,81,1005,3,9,14,212,40237,0.01%,0.02%,0.03%,0.42%,0.00%,0.01%,0.02%,0.35%
chr19,11432722,11456946,9545,14,36,46,738,3,6,6,143,24224,0.01%,0.02%,0.02%,0.33%,0.01%,0.01%,0.01%,0.32%
chr19,41172596,41196877,9253,14,44,67,773,3,9,19,148,24281,0.01%,0.02%,0.03%,0.34%,0.01%,0.02%,0.04%,0.33%
chr17,45900638,45908900,124995,13,43,64,743,1,3,5,120,8262,0.01%,0.02%,0.03%,0.36%,0.00%,0.01%,0.02%,0.42%
chr10,16555742,16564004,389941,13,23,42,780,4,6,12,139,8262,0.01%,0.01%,0.02%,0.37%,0.01%,0.02%,0.04%,0.49%
chr3,46899362,46923659,4634,14,23,39,544,2,4,6,106,24297,0.01%,0.01%,0.02%,0.24%,0.00%,0.01%,0.01%,0.24%
chr12,118501398,118573831,54621,17,58,88,953,8,24,37,380,72433,0.01%,0.02%,0.03%,0.35%,0.01%,0.03%,0.04%,0.41%
chr5,34019553,34043937,114899,14,27,34,604,2,4,5,160,24384,0.01%,0.01%,0.02%,0.27%,0.00%,0.01%,0.01%,0.36%
chr17,34071530,34079897,246176,13,25,37,624,4,5,5,104,8367,0.01%,0.01%,0.02%,0.30%,0.01%,0.02%,0.02%,0.37%
chr15,34651106,34659479,254531,13,38,66,722,4,15,23,129,8373,0.01%,0.02%,0.03%,0.35%,0.01%,0.05%,0.08%,0.45%
chr3,120461484,120501916,2960,15,45,71,839,1,7,12,197,40432,0.01%,0.02%,0.03%,0.35%,0.00%,0.01%,0.02%,0.33%
chr16,50099852,50140298,55027,15,27,44,773,3,5,7,221,40446,0.01%,0.01%,0.02%,0.32%,0.00%,0.01%,0.01%,0.37%
chr14,24641062,24649463,9985,13,28,51,520,1,4,7,71,8401,0.01%,0.01%,0.02%,0.25%,0.00%,0.01%,0.02%,0.25%
chr12,7456880,7481320,341392,14,37,56,770,4,10,13,128,24440,0.01%,0.02%,0.02%,0.34%,0.01%,0.02%,0.03%,0.29%
chr9,140476531,140484942,116225,13,30,41,562,1,2,4,58,8411,0.01%,0.01%,0.02%,0.27%,0.00%,0.01%,0.01%,0.20%
chr1,25943959,26112698,57134,23,46,61,1015,11,24,30,509,168739,0.01%,0.01%,0.02%,0.28%,0.01%,0.01%,0.02%,0.27%
chr3,48334754,48343175,10201,13,23,28,491,1,1,1,78,8421,0.01%,0.01%,0.01%,0.24%,0.00%,0.00%,0.00%,0.27%
chr2,213864429,214017151,22807,22,53,86,1220,7,20,31,577,152722,0.01%,0.02%,0.02%,0.35%,0.00%,0.01%,0.02%,0.33%
chr12,54388679,54397121,3225,13,44,61,599,1,3,3,51,8442,0.01%,0.02%,0.03%,0.29%,0.00%,0.01%,0.01%,0.18%
chr17,43471275,43511787,201176,15,34,57,603,3,6,14,184,40512,0.01%,0.01%,0.02%,0.25%,0.00%,0.01%,0.02%,0.30%
chr4,82347547,82965397,153020,51,135,193,3069,43,115,166,2543,617850,0.01%,0.02%,0.02%,0.38%,0.01%,0.02%,0.03%,0.40%
chr12,82752276,82873015,84190,20,34,44,852,7,9,14,384,120739,0.01%,0.01%,0.01%,0.27%,0.00%,0.01%,0.01%,0.27%
chr20,48697663,48770335,387521,17,39,69,804,2,7,17,240,72672,0.01%,0.01%,0.03%,0.29%,0.00%,0.01%,0.02%,0.26%
chr1,90098631,90235462,84230,21,48,73,864,6,15,25,360,136831,0.01%,0.01%,0.02%,0.26%,0.00%,0.01%,0.02%,0.23%
chr1,161952982,161993644,25903,15,38,58,921,7,16,21,225,40662,0.01%,0.02%,0.02%,0.38%,0.01%,0.03%,0.03%,0.37%
chr7,24612887,24733812,51678,20,58,111,1241,10,27,44,534,120925,0.01%,0.02%,0.03%,0.39%,0.01%,0.02%,0.03%,0.38%
chr19,8585674,8642461,4542,16,43,67,836,7,20,30,355,56787,0.01%,0.02%,0.03%,0.33%,0.01%,0.03%,0.04%,0.46%
chr11,73685712,73694352,7351,13,34,51,652,2,5,8,92,8640,0.01%,0.02%,0.02%,0.31%,0.01%,0.02%,0.03%,0.32%
chr20,34042985,34099804,11190,16,24,36,641,3,5,7,174,56819,0.01%,0.01%,0.01%,0.25%,0.00%,0.01%,0.01%,0.23%
chr3,131181056,131221827,11222,15,26,42,727,2,3,5,150,40771,0.01%,0.01%,0.02%,0.30%,0.00%,0.00%,0.01%,0.25%
chr10,71897737,71906432,219743,13,35,60,836,1,6,14,131,8695,0.01%,0.02%,0.03%,0.40%,0.00%,0.02%,0.05%,0.46%
chr6,118228689,118638839,222553,38,85,133,2037,28,64,102,1469,410150,0.01%,0.01%,0.02%,0.33%,0.01%,0.01%,0.02%,0.34%
chr8,37716136,37756985,80223,15,33,42,433,2,9,11,83,40849,0.01%,0.01%,0.02%,0.18%,0.00%,0.01%,0.02%,0.14%
chr4,107842959,108204963,27123,35,95,139,1709,24,65,101,1216,362004,0.01%,0.02%,0.02%,0.30%,0.01%,0.02%,0.03%,0.32%
chr14,24649425,24658170,79711,13,28,48,528,1,6,9,80,8745,0.01%,0.01%,0.02%,0.25%,0.00%,0.02%,0.03%,0.28%
chr6,12717893,13288645,221692,48,91,145,2584,37,67,104,1821,570752,0.01%,0.01%,0.02%,0.34%,0.01%,0.01%,0.02%,0.31%
chr19,35168544,35177302,55900,13,36,53,917,2,5,8,132,8758,0.01%,0.02%,0.03%,0.44%,0.01%,0.02%,0.03%,0.46%
chr14,74769772,74826711,55237,16,36,55,867,8,14,19,233,56939,0.01%,0.01%,0.02%,0.34%,0.01%,0.02%,0.02%,0.30%
chr3,24158651,24536773,7068,36,102,177,2092,25,78,144,1523,378122,0.01%,0.02%,0.03%,0.36%,0.01%,0.02%,0.04%,0.38%
chr1,89990395,90063423,23507,17,40,61,857,6,16,25,273,73028,0.01%,0.01%,0.02%,0.31%,0.01%,0.02%,0.03%,0.29%
chr11,18039111,18063973,7166,14,24,42,561,2,3,9,100,24862,0.01%,0.01%,0.02%,0.25%,0.00%,0.01%,0.02%,0.22%
chr8,79428374,79517502,5569,18,37,50,860,7,11,16,264,89128,0.01%,0.01%,0.02%,0.30%,0.01%,0.01%,0.01%,0.24%
chr9,34086385,34127397,25853,15,41,84,823,4,12,31,228,41012,0.01%,0.02%,0.03%,0.34%,0.01%,0.02%,0.05%,0.37%
chr22,30727977,30752936,10291,14,36,67,685,2,9,12,155,24959,0.01%,0.02%,0.03%,0.30%,0.00%,0.02%,0.03%,0.34%
chr17,49230897,49239789,4830,13,26,45,645,3,6,14,121,8892,0.01%,0.01%,0.02%,0.31%,0.01%,0.02%,0.05%,0.42%
chr1,46805849,46830824,387338,14,36,49,695,5,11,15,263,24975,0.01%,0.02%,0.02%,0.31%,0.01%,0.02%,0.03%,0.58%
chr17,27916787,27941779,124930,14,27,40,415,2,4,8,78,24992,0.01%,0.01%,0.02%,0.18%,0.00%,0.01%,0.02%,0.17%
chr8,91634223,91803860,169200,23,35,37,1055,14,21,22,479,169637,0.01%,0.01%,0.01%,0.29%,0.01%,0.01%,0.01%,0.25%
chr5,82348665,82373682,153339,14,32,45,759,3,5,6,127,25017,0.01%,0.01%,0.02%,0.34%,0.01%,0.01%,0.01%,0.28%
chr12,66696325,66737423,92797,15,27,41,624,6,7,9,180,41098,0.01%,0.01%,0.02%,0.26%,0.01%,0.01%,0.01%,0.29%
chr12,103230663,103352188,5053,20,61,97,1149,10,28,49,564,121525,0.01%,0.02%,0.03%,0.36%,0.01%,0.02%,0.03%,0.40%
chr10,91461367,91534700,9585,17,58,93,1288,4,15,21,402,73333,0.01%,0.02%,0.03%,0.47%,0.00%,0.02%,0.02%,0.43%
chr14,54416454,54425479,652,13,32,50,707,2,8,10,103,9025,0.01%,0.02%,0.02%,0.34%,0.01%,0.03%,0.03%,0.35%
chr1,181382238,181777219,777,37,102,150,2074,24,65,103,1377,394981,0.01%,0.02%,0.03%,0.35%,0.01%,0.02%,0.02%,0.33%
chr17,41322498,41363708,4077,15,40,51,689,4,8,10,130,41210,0.01%,0.02%,0.02%,0.29%,0.01%,0.01%,0.02%,0.21%
chr19,44754318,44779470,353355,14,29,39,712,4,7,9,112,25152,0.01%,0.01%,0.02%,0.32%,0.01%,0.02%,0.02%,0.25%
chr1,173768688,173793858,91687,14,22,31,556,2,2,7,88,25170,0.01%,0.01%,0.01%,0.25%,0.00%,0.00%,0.02%,0.19%
chr6,91223292,91296764,6885,17,64,97,1128,3,11,16,295,73472,0.01%,0.02%,0.04%,0.41%,0.00%,0.01%,0.02%,0.32%
chr1,11994262,12035595,5351,15,39,66,977,6,10,14,206,41333,0.01%,0.02%,0.03%,0.40%,0.01%,0.02%,0.02%,0.34%
chr9,34179003,34252521,51271,17,39,88,782,5,10,24,239,73518,0.01%,0.01%,0.03%,0.29%,0.01%,0.01%,0.03%,0.26%
chr6,145822719,146057160,7957,27,46,56,1332,16,27,27,834,234441,0.01%,0.01%,0.01%,0.31%,0.01%,0.01%,0.01%,0.33%
chr13,27640293,27746033,219333,19,57,111,1235,6,18,33,457,105740,0.01%,0.02%,0.04%,0.40%,0.00%,0.01%,0.03%,0.36%
chr6,39297766,39693181,221458,37,88,149,2427,20,51,82,1468,395415,0.01%,0.01%,0.03%,0.41%,0.00%,0.01%,0.02%,0.35%
chr7,148287657,148312952,202865,14,40,58,719,4,11,19,169,25295,0.01%,0.02%,0.03%,0.32%,0.01%,0.02%,0.04%,0.37%
chr7,44040488,44049721,100310812,13,35,48,693,1,3,3,78,9233,0.01%,0.02%,0.02%,0.33%,0.00%,0.01%,0.01%,0.27%
chr7,44040488,44049721,729597,13,35,48,693,1,3,3,78,9233,0.01%,0.02%,0.02%,0.33%,0.00%,0.01%,0.01%,0.27%
chr7,44040488,44049721,442590,13,35,48,693,1,3,3,78,9233,0.01%,0.02%,0.02%,0.33%,0.00%,0.01%,0.01%,0.27%
chr7,44040488,44049721,441273,13,35,48,693,1,3,3,78,9233,0.01%,0.02%,0.02%,0.33%,0.00%,0.01%,0.01%,0.27%
chr7,44040488,44049721,285955,13,35,48,693,1,3,3,78,9233,0.01%,0.02%,0.02%,0.33%,0.00%,0.01%,0.01%,0.27%
chr14,102783714,102809044,55778,14,30,41,751,2,3,6,142,25330,0.01%,0.01%,0.02%,0.33%,0.00%,0.01%,0.01%,0.31%
chr7,144052381,144077725,7984,14,24,34,338,3,4,5,31,25344,0.01%,0.01%,0.02%,0.15%,0.01%,0.01%,0.01%,0.07%
chr10,77360998,78319925,83938,72,163,218,3353,62,138,191,2741,958927,0.01%,0.01%,0.02%,0.29%,0.01%,0.01%,0.02%,0.28%
chr2,128056306,128146041,10746,18,47,57,816,9,21,23,319,89735,0.01%,0.02%,0.02%,0.28%,0.01%,0.02%,0.02%,0.29%
chr2,220040947,220050201,79137,13,23,30,564,1,3,3,100,9254,0.01%,0.01%,0.01%,0.27%,0.00%,0.01%,0.01%,0.34%
chr1,119911402,119936753,51179,14,32,42,754,5,6,9,149,25351,0.01%,0.01%,0.02%,0.33%,0.01%,0.01%,0.02%,0.33%
chr14,52897308,53019240,57544,20,46,63,1171,9,17,27,443,121932,0.01%,0.01%,0.02%,0.36%,0.01%,0.01%,0.02%,0.31%
chr4,56461396,56502865,10874,15,63,87,1021,2,16,21,236,41469,0.01%,0.03%,0.04%,0.42%,0.00%,0.03%,0.03%,0.38%
chr17,39032193,39041479,54474,13,48,92,899,3,6,8,99,9286,0.01%,0.02%,0.04%,0.43%,0.01%,0.02%,0.03%,0.34%
chr10,89511269,89601100,84896,18,51,69,832,5,17,27,303,89831,0.01%,0.02%,0.02%,0.29%,0.00%,0.02%,0.02%,0.28%
chr2,46843555,46852881,9419,13,34,52,805,3,4,4,93,9326,0.01%,0.02%,0.02%,0.38%,0.01%,0.01%,0.01%,0.32%
chr17,79910388,79919716,147111,13,28,41,608,3,4,10,116,9328,0.01%,0.01%,0.02%,0.29%,0.01%,0.01%,0.03%,0.40%
chr10,75757872,75879918,7414,20,35,43,868,7,13,17,310,122046,0.01%,0.01%,0.01%,0.27%,0.00%,0.01%,0.01%,0.22%
chr19,39881943,39891277,55588,13,29,40,638,1,5,6,63,9334,0.01%,0.01%,0.02%,0.30%,0.00%,0.02%,0.02%,0.21%
chr1,24958207,24999758,10250,15,42,63,759,2,6,7,95,41551,0.01%,0.02%,0.03%,0.31%,0.00%,0.01%,0.01%,0.15%
chr4,2939660,2965112,8602,14,37,54,828,5,12,14,167,25452,0.01%,0.02%,0.02%,0.37%,0.01%,0.03%,0.03%,0.37%
chr22,24615622,24641110,2687,14,25,45,756,4,8,17,233,25488,0.01%,0.01%,0.02%,0.34%,0.01%,0.02%,0.04%,0.51%
chr19,34919257,34960853,10054,15,29,46,778,1,3,5,154,41596,0.01%,0.01%,0.02%,0.32%,0.00%,0.00%,0.01%,0.25%
chr17,79869815,79879199,51547,13,30,42,579,1,2,4,36,9384,0.01%,0.01%,0.02%,0.28%,0.00%,0.01%,0.01%,0.12%
chr2,239335383,239360891,51665,14,43,61,852,3,10,18,191,25508,0.01%,0.02%,0.03%,0.38%,0.01%,0.02%,0.04%,0.42%
chr10,104183002,104192418,79004,13,30,43,490,1,3,8,55,9416,0.01%,0.01%,0.02%,0.23%,0.00%,0.01%,0.03%,0.19%
chr7,99564343,99573780,563,13,28,39,535,1,5,6,77,9437,0.01%,0.01%,0.02%,0.26%,0.00%,0.02%,0.02%,0.26%
chr3,133502877,133544616,58477,15,50,99,908,0,10,17,188,41739,0.01%,0.02%,0.04%,0.38%,0.00%,0.02%,0.03%,0.30%
chr5,151150606,151192346,10146,15,27,38,643,4,7,9,168,41740,0.01%,0.01%,0.02%,0.27%,0.01%,0.01%,0.01%,0.27%
chr12,122215664,122241309,54509,14,34,50,751,3,8,10,162,25645,0.01%,0.02%,0.02%,0.33%,0.01%,0.02%,0.02%,0.35%
chr22,43924624,44208217,64800,30,96,177,1933,12,45,84,1091,283593,0.01%,0.02%,0.04%,0.40%,0.00%,0.01%,0.03%,0.36%
chr11,60681346,60690915,79073,13,40,65,785,0,1,4,70,9569,0.01%,0.02%,0.03%,0.37%,0.00%,0.00%,0.01%,0.24%
chr12,9092959,9102551,4074,13,40,76,714,2,6,8,94,9592,0.01%,0.02%,0.04%,0.34%,0.01%,0.02%,0.03%,0.32%
chr15,58887403,59042177,102,22,48,89,1085,4,10,21,474,154774,0.01%,0.01%,0.03%,0.31%,0.00%,0.01%,0.01%,0.27%
chr17,38632080,38657849,84951,14,34,51,674,6,12,20,155,25769,0.01%,0.02%,0.02%,0.30%,0.01%,0.03%,0.04%,0.34%
chr22,38480896,38506677,80115,14,32,42,698,5,9,14,136,25781,0.01%,0.01%,0.02%,0.31%,0.01%,0.02%,0.03%,0.30%
chr7,112063023,112121072,3475,16,46,87,962,9,21,44,326,58049,0.01%,0.02%,0.03%,0.37%,0.01%,0.03%,0.06%,0.42%
chr15,49280673,49338760,9728,16,45,71,721,0,5,10,176,58087,0.01%,0.02%,0.03%,0.28%,0.00%,0.01%,0.01%,0.23%
chr5,131705444,131731306,6584,14,28,56,749,2,4,9,145,25862,0.01%,0.01%,0.02%,0.33%,0.00%,0.01%,0.02%,0.32%
chr17,38024417,38034149,124626,13,27,39,697,0,0,0,108,9732,0.01%,0.01%,0.02%,0.33%,0.00%,0.00%,0.00%,0.36%
chr17,43298811,43324687,752,14,40,68,612,3,6,13,123,25876,0.01%,0.02%,0.03%,0.27%,0.01%,0.01%,0.03%,0.27%
chr11,62201016,62323707,79026,20,46,70,873,13,30,43,427,122691,0.01%,0.01%,0.02%,0.27%,0.01%,0.02%,0.03%,0.30%
chr11,75470557,75512579,84649,15,30,42,609,4,5,6,101,42022,0.01%,0.01%,0.02%,0.25%,0.01%,0.01%,0.01%,0.16%
chr1,110145889,110155679,2780,13,33,48,578,2,5,8,83,9790,0.01%,0.02%,0.02%,0.28%,0.01%,0.02%,0.03%,0.28%
chr10,13480484,13570974,222389,18,58,85,964,7,26,35,383,90490,0.01%,0.02%,0.03%,0.33%,0.01%,0.02%,0.03%,0.35%
chr19,46367247,46377055,3171,13,45,72,786,2,8,13,119,9808,0.01%,0.02%,0.03%,0.37%,0.01%,0.03%,0.04%,0.40%
chr11,61560452,61634826,9415,17,54,77,730,4,13,20,249,74374,0.01%,0.02%,0.03%,0.27%,0.00%,0.01%,0.02%,0.26%
chr19,47523077,47549033,4861,14,36,64,606,9,26,42,203,25956,0.01%,0.02%,0.03%,0.27%,0.02%,0.06%,0.09%,0.44%
chr7,32907784,32933743,25948,14,48,76,883,2,4,9,115,25959,0.01%,0.02%,0.03%,0.39%,0.00%,0.01%,0.02%,0.25%
chr12,109252708,109294819,1610,15,37,49,821,6,16,19,252,42111,0.01%,0.02%,0.02%,0.34%,0.01%,0.03%,0.03%,0.41%
chr6,42883727,42893573,171558,13,23,32,670,2,3,5,89,9846,0.01%,0.01%,0.02%,0.32%,0.01%,0.01%,0.02%,0.30%
chr1,9648932,9674935,199953,14,30,46,568,1,1,2,92,26003,0.01%,0.01%,0.02%,0.25%,0.00%,0.00%,0.00%,0.20%
chr8,90914087,90940116,734,14,24,30,651,2,4,5,111,26029,0.01%,0.01%,0.01%,0.29%,0.00%,0.01%,0.01%,0.24%
chr4,164415594,164441691,55319,14,35,48,780,5,9,11,155,26097,0.01%,0.02%,0.02%,0.34%,0.01%,0.02%,0.02%,0.34%
chr17,11924141,12047147,6416,20,44,60,976,9,19,25,326,123006,0.01%,0.01%,0.02%,0.30%,0.01%,0.01%,0.02%,0.23%
chr16,16242785,16317379,368,17,44,79,874,6,18,29,393,74594,0.01%,0.02%,0.03%,0.32%,0.01%,0.02%,0.03%,0.42%
chr1,160965001,160991138,50848,14,46,67,782,3,6,11,160,26137,0.01%,0.02%,0.03%,0.35%,0.01%,0.01%,0.02%,0.35%
chr15,84115980,84287495,6457,23,75,127,1059,13,44,74,547,171515,0.01%,0.02%,0.03%,0.29%,0.01%,0.02%,0.04%,0.29%
chr19,50353992,50364001,53635,13,31,59,693,1,4,6,94,10009,0.01%,0.01%,0.03%,0.33%,0.00%,0.01%,0.02%,0.31%
chr10,102047903,102090243,9033,15,34,44,743,6,12,15,208,42340,0.01%,0.01%,0.02%,0.31%,0.01%,0.02%,0.02%,0.33%
chr15,50999506,51058005,84888,16,37,60,968,5,12,21,323,58499,0.01%,0.01%,0.02%,0.37%,0.01%,0.02%,0.03%,0.41%
chr15,65107831,65117867,80119,13,32,40,744,2,7,9,132,10036,0.01%,0.02%,0.02%,0.35%,0.01%,0.02%,0.03%,0.44%
chr19,4402659,4445015,10036,15,51,74,1069,2,5,9,212,42356,0.01%,0.02%,0.03%,0.44%,0.00%,0.01%,0.01%,0.34%
chr5,64444563,64777747,11174,33,83,117,1714,19,45,65,1044,333184,0.01%,0.02%,0.02%,0.32%,0.01%,0.01%,0.02%,0.30%
chr13,95089558,95131936,1638,15,58,87,935,2,15,20,215,42378,0.01%,0.02%,0.04%,0.39%,0.00%,0.02%,0.03%,0.34%
chr17,60778675,60885705,162333,19,38,56,827,8,18,26,399,107030,0.01%,0.01%,0.02%,0.27%,0.01%,0.01%,0.02%,0.31%
chr6,42896938,42907025,10695,13,24,33,689,3,4,8,93,10087,0.01%,0.01%,0.02%,0.33%,0.01%,0.01%,0.03%,0.31%
chr12,53574484,53584596,283337,13,24,38,575,4,6,8,78,10112,0.01%,0.01%,0.02%,0.27%,0.01%,0.02%,0.03%,0.26%
chr13,77522632,77532777,730249,13,24,51,763,5,5,10,104,10145,0.01%,0.01%,0.02%,0.36%,0.02%,0.02%,0.03%,0.34%
chr20,7957995,8000476,56255,15,36,64,916,5,13,15,212,42481,0.01%,0.01%,0.03%,0.38%,0.01%,0.02%,0.02%,0.34%
chr19,57946697,57956853,388567,13,47,69,849,5,11,18,107,10156,0.01%,0.02%,0.03%,0.40%,0.02%,0.04%,0.06%,0.35%
chr9,100819021,100845357,54187,14,49,77,650,2,8,12,115,26336,0.01%,0.02%,0.03%,0.29%,0.00%,0.02%,0.03%,0.25%
chr16,3775055,3930727,1387,22,63,89,1128,6,14,23,387,155672,0.01%,0.02%,0.03%,0.32%,0.00%,0.01%,0.01%,0.22%
chr12,28286182,28732883,55297,40,110,157,2134,23,60,88,1452,446701,0.01%,0.02%,0.02%,0.33%,0.00%,0.01%,0.02%,0.31%
chr5,850406,892939,65980,15,38,66,944,6,8,10,230,42533,0.01%,0.02%,0.03%,0.39%,0.01%,0.01%,0.02%,0.37%
chr3,11313995,11599139,10533,30,79,128,1683,15,39,59,883,285144,0.01%,0.02%,0.03%,0.35%,0.00%,0.01%,0.02%,0.29%
chr5,68530668,68573250,1022,15,33,41,710,2,7,12,199,42582,0.01%,0.01%,0.02%,0.29%,0.00%,0.01%,0.02%,0.32%
chr10,121410882,121437331,9531,14,37,61,758,5,16,23,188,26449,0.01%,0.02%,0.03%,0.33%,0.01%,0.03%,0.05%,0.40%
chr1,156374042,156400493,10485,14,35,51,556,4,7,12,82,26451,0.01%,0.02%,0.02%,0.25%,0.01%,0.02%,0.03%,0.18%
chr2,220238268,220264744,23549,14,24,33,632,3,3,4,115,26476,0.01%,0.01%,0.01%,0.28%,0.01%,0.01%,0.01%,0.25%
