ENTREZ,CHR,START,STOP,Gene_Size,r01_100kb_count,r03_100kb_count,r05_100kb_count,unpruned_100kb_count,r01_10kb_count,r03_10kb_count,r05_10kb_count,unpruned_10kb_count,r01_100kb_ratio,r03_100kb_ratio,r05_100kb_ratio,unpruned_100kb_ratio,r01_10kb_ratio,r03_10kb_ratio,r05_10kb_ratio,unpruned_10kb_ratio
79838,chr16,19421818,19510435,88617,29,60,105,1394,12,16,34,508,0.03%,0.07%,0.12%,1.57%,0.01%,0.02%,0.04%,0.57%
7804,chr1,53711217,53793742,82525,27,60,99,966,7,14,25,315,0.03%,0.07%,0.12%,1.17%,0.01%,0.02%,0.03%,0.38%
5495,chr2,44395108,44471523,76415,25,53,94,1026,6,12,22,260,0.03%,0.07%,0.12%,1.34%,0.01%,0.02%,0.03%,0.34%
9819,chr3,150126122,150184218,58096,19,57,114,879,2,8,18,224,0.03%,0.10%,0.20%,1.51%,0.00%,0.01%,0.03%,0.39%
9330,chr2,197627756,197664449,36693,12,17,24,494,2,4,4,95,0.03%,0.05%,0.07%,1.35%,0.01%,0.01%,0.01%,0.26%
91653,chr3,112929850,113006303,76453,25,75,112,1266,12,32,48,421,0.03%,0.10%,0.15%,1.66%,0.02%,0.04%,0.06%,0.55%
55251,chr20,62887094,62926855,39761,13,41,68,543,6,12,22,166,0.03%,0.10%,0.17%,1.37%,0.02%,0.03%,0.06%,0.42%
3570,chr1,154377669,154441926,64257,21,48,74,845,8,18,25,250,0.03%,0.07%,0.12%,1.32%,0.01%,0.03%,0.04%,0.39%
135,chr22,24813847,24838328,24481,8,19,28,677,2,4,3,123,0.03%,0.08%,0.11%,2.77%,0.01%,0.02%,0.01%,0.50%
81575,chr12,12878851,12982909,104058,34,90,141,1151,20,49,73,499,0.03%,0.09%,0.14%,1.11%,0.02%,0.05%,0.07%,0.48%
84079,chr19,33087913,33167503,79590,26,58,79,1283,14,25,28,624,0.03%,0.07%,0.10%,1.61%,0.02%,0.03%,0.04%,0.78%
5229,chr5,114546527,114598569,52042,17,45,73,750,5,12,16,190,0.03%,0.09%,0.14%,1.44%,0.01%,0.02%,0.03%,0.37%
114879,chr11,3108346,3187969,79623,26,78,138,1376,11,33,64,580,0.03%,0.10%,0.17%,1.73%,0.01%,0.04%,0.08%,0.73%
57406,chr3,58223233,58281420,58187,19,65,92,1052,8,25,33,343,0.03%,0.11%,0.16%,1.81%,0.01%,0.04%,0.06%,0.59%
129881,chr2,170501935,170550943,49008,16,53,85,1164,3,13,19,265,0.03%,0.11%,0.17%,2.38%,0.01%,0.03%,0.04%,0.54%
84933,chr8,124232196,124253638,21442,7,25,36,484,0,2,3,46,0.03%,0.12%,0.17%,2.26%,0.00%,0.01%,0.01%,0.21%
57210,chr8,142217265,142318404,101139,33,72,115,1114,17,34,55,524,0.03%,0.07%,0.11%,1.10%,0.02%,0.03%,0.05%,0.52%
55334,chr14,69864732,69929105,64373,21,44,76,814,4,9,15,226,0.03%,0.07%,0.12%,1.26%,0.01%,0.01%,0.02%,0.35%
10956,chr12,58087738,58115340,27602,9,25,35,505,0,3,5,106,0.03%,0.09%,0.13%,1.83%,0.00%,0.01%,0.02%,0.38%
26092,chr1,179851177,179894135,42958,14,30,42,863,5,11,12,220,0.03%,0.07%,0.10%,2.01%,0.01%,0.03%,0.03%,0.51%
10885,chr1,118472343,118509165,36822,12,21,26,681,1,2,3,154,0.03%,0.06%,0.07%,1.85%,0.00%,0.01%,0.01%,0.42%
57473,chr20,62588055,62680113,92058,30,69,110,997,10,24,39,363,0.03%,0.07%,0.12%,1.08%,0.01%,0.03%,0.04%,0.39%
388946,chr2,46656329,46711564,55235,18,41,63,999,2,9,12,314,0.03%,0.07%,0.11%,1.81%,0.00%,0.02%,0.02%,0.57%
51239,chr2,97502348,97523832,21484,7,18,24,503,1,3,4,64,0.03%,0.08%,0.11%,2.34%,0.00%,0.01%,0.02%,0.30%
957,chr14,74424713,74486102,61389,20,58,84,1113,8,18,25,378,0.03%,0.09%,0.14%,1.81%,0.01%,0.03%,0.04%,0.62%
55212,chr4,122745595,122791652,46057,15,38,57,721,1,5,7,137,0.03%,0.08%,0.12%,1.57%,0.00%,0.01%,0.02%,0.30%
8780,chr18,21032787,21066567,33780,11,22,27,600,5,7,10,173,0.03%,0.07%,0.08%,1.78%,0.01%,0.02%,0.03%,0.51%
25839,chr16,70514471,70557468,42997,14,24,32,547,6,8,9,188,0.03%,0.06%,0.07%,1.27%,0.01%,0.02%,0.02%,0.44%
163115,chr19,38158652,38183223,24571,8,27,38,545,2,5,7,118,0.03%,0.11%,0.15%,2.22%,0.01%,0.02%,0.03%,0.48%
8706,chr3,160801671,160823172,21501,7,19,31,629,1,3,5,99,0.03%,0.09%,0.14%,2.93%,0.00%,0.01%,0.02%,0.46%
81035,chr18,319361,500722,181361,59,188,304,1970,36,115,190,1160,0.03%,0.10%,0.17%,1.09%,0.02%,0.06%,0.10%,0.64%
10206,chr13,50570024,50594617,24593,8,18,35,494,1,2,7,95,0.03%,0.07%,0.14%,2.01%,0.00%,0.01%,0.03%,0.39%
7247,chr2,122494679,122525429,30750,10,31,51,796,1,6,8,124,0.03%,0.10%,0.17%,2.59%,0.00%,0.02%,0.03%,0.40%
2626,chr8,11534468,11617511,83043,27,80,170,1594,7,19,53,474,0.03%,0.10%,0.20%,1.92%,0.01%,0.02%,0.06%,0.57%
84953,chr11,12297627,12380691,83064,27,74,116,1347,9,21,36,521,0.03%,0.09%,0.14%,1.62%,0.01%,0.03%,0.04%,0.63%
83700,chr11,133938820,134021896,83076,27,65,113,960,8,16,34,396,0.03%,0.08%,0.14%,1.16%,0.01%,0.02%,0.04%,0.48%
80148,chr18,77662420,77711664,49244,16,58,89,908,4,11,22,244,0.03%,0.12%,0.18%,1.84%,0.01%,0.02%,0.04%,0.50%
5648,chr3,186935942,187009810,73868,24,58,94,1186,7,21,38,342,0.03%,0.08%,0.13%,1.61%,0.01%,0.03%,0.05%,0.46%
1459,chr16,58191811,58231824,40013,13,33,55,1123,2,8,11,238,0.03%,0.08%,0.14%,2.81%,0.00%,0.02%,0.03%,0.59%
26019,chr10,11962021,12085169,123148,40,94,143,1410,19,39,60,607,0.03%,0.08%,0.12%,1.14%,0.02%,0.03%,0.05%,0.49%
222545,chr6,117113248,117150200,36952,12,39,50,763,4,11,11,183,0.03%,0.11%,0.14%,2.06%,0.01%,0.03%,0.03%,0.50%
65082,chr12,122714111,122751068,36957,12,31,46,706,2,7,11,160,0.03%,0.08%,0.12%,1.91%,0.01%,0.02%,0.03%,0.43%
79442,chr3,46556913,46621589,64676,21,53,91,1155,7,19,28,351,0.03%,0.08%,0.14%,1.79%,0.01%,0.03%,0.04%,0.54%
79770,chr5,134209493,134237215,27722,9,19,30,475,1,2,5,94,0.03%,0.07%,0.11%,1.71%,0.00%,0.01%,0.02%,0.34%
404636,chr10,120863598,120897496,33898,11,29,43,718,3,8,12,196,0.03%,0.09%,0.13%,2.12%,0.01%,0.02%,0.04%,0.58%
136,chr17,15848231,15879060,30829,10,24,29,571,1,6,7,130,0.03%,0.08%,0.09%,1.85%,0.00%,0.02%,0.02%,0.42%
768211,chr4,37592422,37687998,95576,31,93,149,1532,11,34,56,525,0.03%,0.10%,0.16%,1.60%,0.01%,0.04%,0.06%,0.55%
36,chr10,124768495,124817827,49332,16,50,77,842,4,11,21,263,0.03%,0.10%,0.16%,1.71%,0.01%,0.02%,0.04%,0.53%
27065,chr4,4349867,4420785,70918,23,73,119,1241,8,39,57,429,0.03%,0.10%,0.17%,1.75%,0.01%,0.05%,0.08%,0.60%
9261,chr1,206858289,206907628,49339,16,44,74,839,2,7,14,224,0.03%,0.09%,0.15%,1.70%,0.00%,0.01%,0.03%,0.45%
1400,chr4,5749811,5894785,144974,47,147,246,2069,23,69,109,896,0.03%,0.10%,0.17%,1.43%,0.02%,0.05%,0.08%,0.62%
278,chr1,104197912,104207173,9261,3,9,13,136,0,0,1,8,0.03%,0.10%,0.14%,1.47%,0.00%,0.00%,0.01%,0.09%
277,chr1,104197912,104207173,9261,3,9,13,136,0,0,1,8,0.03%,0.10%,0.14%,1.47%,0.00%,0.00%,0.01%,0.09%
276,chr1,104197912,104207173,9261,3,9,13,136,0,0,1,8,0.03%,0.10%,0.14%,1.47%,0.00%,0.00%,0.01%,0.09%
123283,chr15,102193801,102264807,71006,23,48,75,1023,1,7,9,253,0.03%,0.07%,0.11%,1.44%,0.00%,0.01%,0.01%,0.36%
3918,chr1,183155373,183214035,58662,19,40,56,1074,7,10,13,318,0.03%,0.07%,0.10%,1.83%,0.01%,0.02%,0.02%,0.54%
245802,chr11,60102304,60164069,61765,20,59,81,993,8,22,23,301,0.03%,0.10%,0.13%,1.61%,0.01%,0.04%,0.04%,0.49%
278,chr1,104230037,104239302,9265,3,11,16,136,1,1,1,3,0.03%,0.12%,0.17%,1.47%,0.01%,0.01%,0.01%,0.03%
277,chr1,104230037,104239302,9265,3,11,16,136,1,1,1,3,0.03%,0.12%,0.17%,1.47%,0.01%,0.01%,0.01%,0.03%
276,chr1,104230037,104239302,9265,3,11,16,136,1,1,1,3,0.03%,0.12%,0.17%,1.47%,0.01%,0.01%,0.01%,0.03%
4734,chr15,56119120,56285944,166824,54,121,177,1757,27,54,78,838,0.03%,0.07%,0.11%,1.05%,0.02%,0.03%,0.05%,0.50%
7803,chr6,64231666,64293492,61826,20,26,30,757,7,8,8,194,0.03%,0.04%,0.05%,1.22%,0.01%,0.01%,0.01%,0.31%
8034,chr10,70237756,70287231,49475,16,38,62,961,4,12,17,316,0.03%,0.08%,0.13%,1.94%,0.01%,0.02%,0.03%,0.64%
85016,chr11,101918174,101955291,37117,12,26,33,722,2,5,5,165,0.03%,0.07%,0.09%,1.95%,0.01%,0.01%,0.01%,0.44%
1639,chr2,74588281,74619214,30933,10,13,22,412,3,3,4,82,0.03%,0.04%,0.07%,1.33%,0.01%,0.01%,0.01%,0.27%
10863,chr8,24151553,24216531,64978,21,36,62,895,8,17,23,320,0.03%,0.06%,0.10%,1.38%,0.01%,0.03%,0.04%,0.49%
23370,chr19,7459999,7537363,77364,25,54,87,1231,7,17,24,537,0.03%,0.07%,0.11%,1.59%,0.01%,0.02%,0.03%,0.69%
302,chr15,60639333,60695082,55749,18,50,85,931,8,19,30,233,0.03%,0.09%,0.15%,1.67%,0.01%,0.03%,0.05%,0.42%
92399,chr9,125026882,125085743,58861,19,47,68,722,4,6,6,103,0.03%,0.08%,0.12%,1.23%,0.01%,0.01%,0.01%,0.17%
9373,chr9,26904081,26947461,43380,14,40,62,869,5,14,23,255,0.03%,0.09%,0.14%,2.00%,0.01%,0.03%,0.05%,0.59%
57699,chr6,36708552,36807778,99226,32,81,135,1360,13,38,71,544,0.03%,0.08%,0.14%,1.37%,0.01%,0.04%,0.07%,0.55%
53373,chr12,113658855,113736390,77535,25,33,44,830,7,8,11,272,0.03%,0.04%,0.06%,1.07%,0.01%,0.01%,0.01%,0.35%
137492,chr8,17104080,17159936,55856,18,58,104,1204,2,13,23,303,0.03%,0.10%,0.19%,2.16%,0.00%,0.02%,0.04%,0.54%
3320,chr14,102547075,102606036,58961,19,40,54,784,6,10,13,247,0.03%,0.07%,0.09%,1.33%,0.01%,0.02%,0.02%,0.42%
80723,chr3,136537489,136574734,37245,12,28,44,653,2,6,9,186,0.03%,0.08%,0.12%,1.75%,0.01%,0.02%,0.02%,0.50%
5892,chr17,33426811,33448541,21730,7,26,41,483,0,4,8,73,0.03%,0.12%,0.19%,2.22%,0.00%,0.02%,0.04%,0.34%
54826,chr5,102421704,102455855,34151,11,22,28,726,4,6,8,216,0.03%,0.06%,0.08%,2.13%,0.01%,0.02%,0.02%,0.63%
26507,chr10,101088856,101154087,65231,21,31,63,833,4,8,18,260,0.03%,0.05%,0.10%,1.28%,0.01%,0.01%,0.03%,0.40%
10097,chr2,65454887,65498387,43500,14,43,67,794,3,10,15,197,0.03%,0.10%,0.15%,1.83%,0.01%,0.02%,0.03%,0.45%
283514,chr13,46354405,46425871,71466,23,73,106,1056,7,29,45,375,0.03%,0.10%,0.15%,1.48%,0.01%,0.04%,0.06%,0.52%
9057,chr16,68298433,68335722,37289,12,28,34,611,3,6,9,137,0.03%,0.08%,0.09%,1.64%,0.01%,0.02%,0.02%,0.37%
9942,chr3,38388251,38462839,74588,24,42,58,953,10,15,19,381,0.03%,0.06%,0.08%,1.28%,0.01%,0.02%,0.03%,0.51%
349334,chr9,70426623,70429731,3108,1,1,1,14,0,0,0,0,0.03%,0.03%,0.03%,0.45%,0.00%,0.00%,0.00%,0.00%
729515,chr6,157710418,157744633,34215,11,26,46,613,4,10,17,173,0.03%,0.08%,0.13%,1.79%,0.01%,0.03%,0.05%,0.51%
492307,chr8,49966870,49988649,21779,7,35,53,678,2,7,6,117,0.03%,0.16%,0.24%,3.11%,0.01%,0.03%,0.03%,0.54%
9905,chr17,2240792,2284352,43560,14,57,84,772,6,19,30,248,0.03%,0.13%,0.19%,1.77%,0.01%,0.04%,0.07%,0.57%
23760,chr22,28247657,28316122,68465,22,43,80,689,2,6,10,184,0.03%,0.06%,0.12%,1.01%,0.00%,0.01%,0.01%,0.27%
55293,chr11,18551156,18610294,59138,19,51,79,975,6,16,21,274,0.03%,0.09%,0.13%,1.65%,0.01%,0.03%,0.04%,0.46%
285268,chr3,40566369,40616176,49807,16,21,25,672,4,5,6,203,0.03%,0.04%,0.05%,1.35%,0.01%,0.01%,0.01%,0.41%
8726,chr11,85955586,85989855,34269,11,44,69,841,2,9,10,156,0.03%,0.13%,0.20%,2.45%,0.01%,0.03%,0.03%,0.46%
50512,chr3,127348024,127391652,43628,14,36,56,721,0,2,4,131,0.03%,0.08%,0.13%,1.65%,0.00%,0.00%,0.01%,0.30%
6396,chr3,10334815,10362862,28047,9,37,61,897,1,6,11,176,0.03%,0.13%,0.22%,3.20%,0.00%,0.02%,0.04%,0.63%
144453,chr12,70037140,70093256,56116,18,47,71,930,4,17,23,354,0.03%,0.08%,0.13%,1.66%,0.01%,0.03%,0.04%,0.63%
9173,chr2,102927962,102968497,40535,13,59,87,990,6,17,24,289,0.03%,0.15%,0.21%,2.44%,0.01%,0.04%,0.06%,0.71%
64924,chr5,68389473,68426896,37423,12,39,60,824,3,7,15,152,0.03%,0.10%,0.16%,2.20%,0.01%,0.02%,0.04%,0.41%
10450,chr1,40157854,40229586,71732,23,79,123,1042,7,24,45,316,0.03%,0.11%,0.17%,1.45%,0.01%,0.03%,0.06%,0.44%
79884,chr4,156263810,156298122,34312,11,24,40,787,4,10,15,247,0.03%,0.07%,0.12%,2.29%,0.01%,0.03%,0.04%,0.72%
10094,chr12,110872630,110888227,15597,5,17,26,644,2,4,9,101,0.03%,0.11%,0.17%,4.13%,0.01%,0.03%,0.06%,0.65%
56165,chr10,115939029,115992063,53034,17,43,60,802,4,9,12,230,0.03%,0.08%,0.11%,1.51%,0.01%,0.02%,0.02%,0.43%
25992,chr2,241938255,242034983,96728,31,63,107,1304,8,21,38,419,0.03%,0.07%,0.11%,1.35%,0.01%,0.02%,0.04%,0.43%
126969,chr1,95285898,95360802,74904,24,60,102,1124,10,27,38,439,0.03%,0.08%,0.14%,1.50%,0.01%,0.04%,0.05%,0.59%
55454,chr10,43633934,43680756,46822,15,48,76,967,1,10,17,194,0.03%,0.10%,0.16%,2.07%,0.00%,0.02%,0.04%,0.41%
727905,chr9,41500679,41506925,6246,2,4,4,23,0,0,0,1,0.03%,0.06%,0.06%,0.37%,0.00%,0.00%,0.00%,0.02%
952,chr4,15779898,15854853,74955,24,50,87,1034,6,15,26,351,0.03%,0.07%,0.12%,1.38%,0.01%,0.02%,0.03%,0.47%
284996,chr2,101887681,101925163,37482,12,34,56,718,1,7,14,144,0.03%,0.09%,0.15%,1.92%,0.00%,0.02%,0.04%,0.38%
153642,chr5,94890778,94940768,49990,16,35,48,713,5,10,14,181,0.03%,0.07%,0.10%,1.43%,0.01%,0.02%,0.03%,0.36%
64902,chr5,34998206,35048198,49992,16,34,54,834,10,16,31,279,0.03%,0.07%,0.11%,1.67%,0.02%,0.03%,0.06%,0.56%
1601,chr5,39371780,39462402,90622,29,55,72,1091,11,19,27,428,0.03%,0.06%,0.08%,1.20%,0.01%,0.02%,0.03%,0.47%
8939,chr9,133454352,133513739,59387,19,56,95,1024,3,13,21,259,0.03%,0.09%,0.16%,1.72%,0.01%,0.02%,0.04%,0.44%
347732,chr5,134303596,134347392,43796,14,30,49,638,5,8,14,181,0.03%,0.07%,0.11%,1.46%,0.01%,0.02%,0.03%,0.41%
440730,chr1,231297858,231357302,59444,19,44,76,918,12,24,31,287,0.03%,0.07%,0.13%,1.54%,0.02%,0.04%,0.05%,0.48%
54414,chr11,124503009,124565603,62594,20,48,75,707,5,9,14,175,0.03%,0.08%,0.12%,1.13%,0.01%,0.01%,0.02%,0.28%
445,chr9,133320316,133376661,56345,18,76,130,1102,5,22,35,264,0.03%,0.13%,0.23%,1.96%,0.01%,0.04%,0.06%,0.47%
22911,chr1,109512836,109584850,72014,23,53,80,986,9,23,30,307,0.03%,0.07%,0.11%,1.37%,0.01%,0.03%,0.04%,0.43%
2115,chr7,13930853,14031050,100197,32,75,111,1441,17,34,53,576,0.03%,0.07%,0.11%,1.44%,0.02%,0.03%,0.05%,0.57%
1789,chr20,31350191,31397162,46971,15,36,52,965,5,11,15,274,0.03%,0.08%,0.11%,2.05%,0.01%,0.02%,0.03%,0.58%
22908,chr3,45730548,45786916,56368,18,48,77,849,5,13,16,270,0.03%,0.09%,0.14%,1.51%,0.01%,0.02%,0.03%,0.48%
23349,chr9,34957484,34982541,25057,8,27,44,565,3,7,12,93,0.03%,0.11%,0.18%,2.25%,0.01%,0.03%,0.05%,0.37%
388228,chr16,28303840,28335170,31330,10,26,30,396,1,8,10,123,0.03%,0.08%,0.10%,1.26%,0.00%,0.03%,0.03%,0.39%
25802,chr1,201865580,201915715,50135,16,45,76,773,5,14,23,199,0.03%,0.09%,0.15%,1.54%,0.01%,0.03%,0.05%,0.40%
79612,chr13,41885341,41951166,65825,21,60,92,904,6,12,21,232,0.03%,0.09%,0.14%,1.37%,0.01%,0.02%,0.03%,0.35%
27242,chr6,47199268,47277641,78373,25,56,82,978,8,15,20,263,0.03%,0.07%,0.10%,1.25%,0.01%,0.02%,0.03%,0.34%
10228,chr1,180941861,180992047,50186,16,43,67,794,2,7,15,192,0.03%,0.09%,0.13%,1.58%,0.00%,0.01%,0.03%,0.38%
9978,chr22,41347351,41369313,21962,7,21,26,450,1,2,2,52,0.03%,0.10%,0.12%,2.05%,0.00%,0.01%,0.01%,0.24%
9138,chr19,42387228,42434302,47074,15,28,35,496,5,11,11,151,0.03%,0.06%,0.07%,1.05%,0.01%,0.02%,0.02%,0.32%
55088,chr10,115880621,115933979,53358,17,41,59,791,5,9,14,173,0.03%,0.08%,0.11%,1.48%,0.01%,0.02%,0.03%,0.32%
10509,chr15,90703836,90772911,69075,22,50,97,1029,6,15,33,379,0.03%,0.07%,0.14%,1.49%,0.01%,0.02%,0.05%,0.55%
317754,chr21,14982498,15013906,31408,10,21,28,360,2,2,2,19,0.03%,0.07%,0.09%,1.15%,0.01%,0.01%,0.01%,0.06%
388468,chr21,14982498,15013906,31408,10,21,28,360,2,2,2,19,0.03%,0.07%,0.09%,1.15%,0.01%,0.01%,0.01%,0.06%
91937,chr5,156346293,156390266,43973,14,31,54,768,2,6,9,163,0.03%,0.07%,0.12%,1.75%,0.00%,0.01%,0.02%,0.37%
919,chr1,167399877,167487847,87970,28,76,120,1186,12,28,44,453,0.03%,0.09%,0.14%,1.35%,0.01%,0.03%,0.05%,0.51%
119016,chr10,46321042,46349323,28281,9,14,20,171,3,3,3,21,0.03%,0.05%,0.07%,0.60%,0.01%,0.01%,0.01%,0.07%
23005,chr15,42066632,42120053,53421,17,48,64,740,3,9,12,185,0.03%,0.09%,0.12%,1.39%,0.01%,0.02%,0.02%,0.35%
8792,chr18,59992520,60058516,65996,21,60,110,1084,6,22,46,403,0.03%,0.09%,0.17%,1.64%,0.01%,0.03%,0.07%,0.61%
8458,chr1,117602925,117650075,47150,15,44,67,826,5,11,18,226,0.03%,0.09%,0.14%,1.75%,0.01%,0.02%,0.04%,0.48%
164684,chr22,42394729,42454460,59731,19,43,69,855,6,9,15,200,0.03%,0.07%,0.12%,1.43%,0.01%,0.02%,0.03%,0.33%
823,chr11,64948037,64979477,31440,10,24,39,482,3,10,14,137,0.03%,0.08%,0.12%,1.53%,0.01%,0.03%,0.04%,0.44%
55357,chr9,100961311,101017915,56604,18,70,118,1217,7,19,24,386,0.03%,0.12%,0.21%,2.15%,0.01%,0.03%,0.04%,0.68%
23259,chr8,38082736,38133076,50340,16,22,26,448,6,6,8,102,0.03%,0.04%,0.05%,0.89%,0.01%,0.01%,0.02%,0.20%
3340,chr5,149865381,149937773,72392,23,41,53,863,6,11,13,278,0.03%,0.06%,0.07%,1.19%,0.01%,0.02%,0.02%,0.38%
131601,chr3,127291912,127317094,25182,8,28,42,589,1,4,6,65,0.03%,0.11%,0.17%,2.34%,0.00%,0.02%,0.02%,0.26%
6602,chr12,50478755,50494495,15740,5,20,29,436,0,2,3,57,0.03%,0.13%,0.18%,2.77%,0.00%,0.01%,0.02%,0.36%
116159,chr21,27838528,27945603,107075,34,86,124,1325,14,38,53,459,0.03%,0.08%,0.12%,1.24%,0.01%,0.04%,0.05%,0.43%
29115,chr17,73663196,73704142,40946,13,35,57,845,2,3,3,123,0.03%,0.09%,0.14%,2.06%,0.00%,0.01%,0.01%,0.30%
11046,chr9,99082988,99145992,63004,20,50,73,937,7,15,21,364,0.03%,0.08%,0.12%,1.49%,0.01%,0.02%,0.03%,0.58%
29949,chr1,206972215,207016324,44109,14,35,59,722,4,10,15,207,0.03%,0.08%,0.13%,1.64%,0.01%,0.02%,0.03%,0.47%
348654,chr2,17935125,17966632,31507,10,38,70,912,2,8,11,207,0.03%,0.12%,0.22%,2.89%,0.01%,0.03%,0.03%,0.66%
152185,chr3,113161565,113234034,72469,23,49,67,1246,5,9,16,452,0.03%,0.07%,0.09%,1.72%,0.01%,0.01%,0.02%,0.62%
9258,chr8,8640864,8751155,110291,35,84,137,1888,16,38,55,717,0.03%,0.08%,0.12%,1.71%,0.01%,0.03%,0.05%,0.65%
55529,chr8,92006024,92053292,47268,15,21,22,586,7,8,7,163,0.03%,0.04%,0.05%,1.24%,0.01%,0.02%,0.01%,0.34%
3371,chr9,117782806,117880536,97730,31,84,121,1295,13,34,50,446,0.03%,0.09%,0.12%,1.33%,0.01%,0.03%,0.05%,0.46%
4914,chr1,156785432,156851642,66210,21,45,66,819,11,21,28,245,0.03%,0.07%,0.10%,1.24%,0.02%,0.03%,0.04%,0.37%
79933,chr10,75404639,75423561,18922,6,12,17,507,1,2,5,101,0.03%,0.06%,0.09%,2.68%,0.01%,0.01%,0.03%,0.53%
8676,chr6,144471663,144509507,37844,12,28,42,735,3,6,9,150,0.03%,0.07%,0.11%,1.94%,0.01%,0.02%,0.02%,0.40%
123720,chr15,83478380,83503611,25231,8,31,53,720,0,6,7,154,0.03%,0.12%,0.21%,2.85%,0.00%,0.02%,0.03%,0.61%
7027,chr13,114239013,114295785,56772,18,40,63,790,5,8,12,166,0.03%,0.07%,0.11%,1.39%,0.01%,0.01%,0.02%,0.29%
26470,chr16,29882480,29910868,28388,9,24,29,334,0,3,4,64,0.03%,0.08%,0.10%,1.18%,0.00%,0.01%,0.01%,0.23%
79982,chr4,100817405,100867883,50478,16,37,54,716,5,6,11,141,0.03%,0.07%,0.11%,1.42%,0.01%,0.01%,0.02%,0.28%
101928448,chr5,55807394,55902059,94665,30,93,142,1338,11,36,58,546,0.03%,0.10%,0.15%,1.41%,0.01%,0.04%,0.06%,0.58%
27229,chr15,43661419,43699293,37874,12,14,25,528,1,1,4,118,0.03%,0.04%,0.07%,1.39%,0.00%,0.00%,0.01%,0.31%
112869,chr16,28565236,28603111,37875,12,36,52,609,2,9,11,234,0.03%,0.10%,0.14%,1.61%,0.01%,0.02%,0.03%,0.62%
3737,chr1,111136202,111174096,37894,12,53,77,802,4,14,22,189,0.03%,0.14%,0.20%,2.12%,0.01%,0.04%,0.06%,0.50%
10059,chr12,32832134,32898486,66352,21,48,83,1298,11,16,30,400,0.03%,0.07%,0.13%,1.96%,0.02%,0.02%,0.05%,0.60%
3773,chr17,68049570,68131749,82179,26,64,90,963,14,21,35,380,0.03%,0.08%,0.11%,1.17%,0.02%,0.03%,0.04%,0.46%
284434,chr19,16830787,16928774,97987,31,54,86,1017,12,24,39,408,0.03%,0.06%,0.09%,1.04%,0.01%,0.02%,0.04%,0.42%
3799,chr10,32297938,32345359,47421,15,35,77,864,3,4,20,178,0.03%,0.07%,0.16%,1.82%,0.01%,0.01%,0.04%,0.38%
129293,chr2,85048774,85134132,85358,27,48,61,857,12,25,34,372,0.03%,0.06%,0.07%,1.00%,0.01%,0.03%,0.04%,0.44%
55236,chr4,68478370,68566897,88527,28,53,71,1039,14,19,25,385,0.03%,0.06%,0.08%,1.17%,0.02%,0.02%,0.03%,0.43%
167227,chr5,112312399,112356667,44268,14,35,60,1113,3,7,13,221,0.03%,0.08%,0.14%,2.51%,0.01%,0.02%,0.03%,0.50%
905,chr2,135675805,135716912,41107,13,29,39,650,2,10,13,162,0.03%,0.07%,0.09%,1.58%,0.00%,0.02%,0.03%,0.39%
79730,chr4,40751914,40812002,60088,19,56,104,799,4,13,23,225,0.03%,0.09%,0.17%,1.33%,0.01%,0.02%,0.04%,0.37%
64756,chr1,47098409,47139539,41130,13,26,43,765,3,5,7,208,0.03%,0.06%,0.10%,1.86%,0.01%,0.01%,0.02%,0.51%
84516,chr16,23652713,23681195,28482,9,26,45,853,1,4,5,171,0.03%,0.09%,0.16%,2.99%,0.00%,0.01%,0.02%,0.60%
2766,chr6,16238811,16295780,56969,18,44,66,953,3,7,13,258,0.03%,0.08%,0.12%,1.67%,0.01%,0.01%,0.02%,0.45%
6450,chr21,40817781,40887433,69652,22,63,91,1184,8,20,29,417,0.03%,0.09%,0.13%,1.70%,0.01%,0.03%,0.04%,0.60%
6708,chr1,158580496,158656488,75992,24,66,106,1140,2,12,26,282,0.03%,0.09%,0.14%,1.50%,0.00%,0.02%,0.03%,0.37%
400961,chr2,71409869,71454213,44344,14,48,91,1104,6,17,26,307,0.03%,0.11%,0.21%,2.49%,0.01%,0.04%,0.06%,0.69%
5147,chr2,232597135,232650982,53847,17,47,77,1017,2,6,7,233,0.03%,0.09%,0.14%,1.89%,0.00%,0.01%,0.01%,0.43%
1395,chr7,30692200,30739745,47545,15,42,59,937,3,11,17,230,0.03%,0.09%,0.12%,1.97%,0.01%,0.02%,0.04%,0.48%
163782,chr1,62702651,62785085,82434,26,80,124,1416,6,25,40,505,0.03%,0.10%,0.15%,1.72%,0.01%,0.03%,0.05%,0.61%
10483,chr20,18488137,18542059,53922,17,46,80,1068,5,11,22,316,0.03%,0.09%,0.15%,1.98%,0.01%,0.02%,0.04%,0.59%
64816,chr7,99425636,99463718,38082,12,25,33,519,2,5,10,137,0.03%,0.07%,0.09%,1.36%,0.01%,0.01%,0.03%,0.36%
51208,chr3,137717577,137752494,34917,11,27,42,725,2,5,7,133,0.03%,0.08%,0.12%,2.08%,0.01%,0.01%,0.02%,0.38%
57464,chr7,129074274,129128240,53966,17,55,79,870,3,8,13,202,0.03%,0.10%,0.15%,1.61%,0.01%,0.01%,0.02%,0.37%
9129,chr1,150293925,150325671,31746,10,36,64,701,3,8,14,162,0.03%,0.11%,0.20%,2.21%,0.01%,0.03%,0.04%,0.51%
84628,chr9,135037334,135119921,82587,26,65,85,1014,9,30,39,348,0.03%,0.08%,0.10%,1.23%,0.01%,0.04%,0.05%,0.42%
