CHR,START,END,ENTREZ,r01_100kb_count,r03_100kb_count,r05_100kb_count,r01_10kb_count,r03_10kb_count,r05_10kb_count,GENE_SIZE,ratio_r01_100kb,ratio_r03_100kb,ratio_r05_100kb,ratio_r01_10kb,ratio_r03_10kb,ratio_r05_10kb
chr8,95653302,95719694,54845,16,49,82,5,19,32,66392,0.02%,0.07%,0.12%,0.01%,0.03%,0.05%
chr5,34656342,34832732,26064,32,90,151,17,58,85,176390,0.02%,0.05%,0.09%,0.01%,0.03%,0.05%
chr7,25174316,25219975,136895,24,72,124,4,15,22,45659,0.05%,0.16%,0.27%,0.01%,0.03%,0.05%
chr12,4829507,4960277,26290,34,93,133,14,42,63,130770,0.03%,0.07%,0.10%,0.01%,0.03%,0.05%
chr3,10206549,10285427,3656,16,54,84,4,22,38,78878,0.02%,0.07%,0.11%,0.01%,0.03%,0.05%
chr19,46543006,46580376,444882,14,34,57,4,10,18,37370,0.04%,0.09%,0.15%,0.01%,0.03%,0.05%
chr15,52839242,52862080,10776,14,29,46,4,7,11,22838,0.06%,0.13%,0.20%,0.02%,0.03%,0.05%
chr6,18155560,18224084,221656,23,60,88,11,21,33,68524,0.03%,0.09%,0.13%,0.02%,0.03%,0.05%
chr17,9153788,9479908,9482,57,150,241,34,101,157,326120,0.02%,0.05%,0.07%,0.01%,0.03%,0.05%
chr11,128556430,128683162,2313,45,98,154,19,39,61,126732,0.04%,0.08%,0.12%,0.01%,0.03%,0.05%
chr5,37812779,37839788,2668,29,69,108,1,3,13,27009,0.11%,0.26%,0.40%,0.00%,0.01%,0.05%
chr22,39895437,39914137,54471,11,26,48,1,5,9,18700,0.06%,0.14%,0.26%,0.01%,0.03%,0.05%
chr11,57319129,57335757,9246,6,19,34,1,4,8,16628,0.04%,0.11%,0.20%,0.01%,0.02%,0.05%
chr5,156569944,156682201,3702,25,68,112,12,35,54,112257,0.02%,0.06%,0.10%,0.01%,0.03%,0.05%
chr9,93372114,93405386,54769,13,55,75,4,14,16,33272,0.04%,0.17%,0.23%,0.01%,0.04%,0.05%
chr12,53689075,53693234,5204,11,28,39,0,1,2,4159,0.26%,0.67%,0.94%,0.00%,0.02%,0.05%
chr2,26149471,26205618,3797,10,31,54,5,14,27,56147,0.02%,0.06%,0.10%,0.01%,0.02%,0.05%
chr4,185615772,185655287,79682,24,51,90,2,7,19,39515,0.06%,0.13%,0.23%,0.01%,0.02%,0.05%
chr22,30727977,30752936,10291,14,36,67,2,9,12,24959,0.06%,0.14%,0.27%,0.01%,0.04%,0.05%
chr10,75668935,75677255,5328,12,19,25,4,5,4,8320,0.14%,0.23%,0.30%,0.05%,0.06%,0.05%
chr3,9543481,9595486,375323,14,34,67,5,9,25,52005,0.03%,0.07%,0.13%,0.01%,0.02%,0.05%
chr19,6436090,6465214,79085,19,63,98,5,9,14,29124,0.07%,0.22%,0.34%,0.02%,0.03%,0.05%
chr10,97071528,97321171,10580,43,119,204,27,70,120,249643,0.02%,0.05%,0.08%,0.01%,0.03%,0.05%
chr11,61008514,61018920,5222,11,20,23,3,4,5,10406,0.11%,0.19%,0.22%,0.03%,0.04%,0.05%
chr3,182840001,182881627,27074,16,33,46,6,14,20,41626,0.04%,0.08%,0.11%,0.01%,0.03%,0.05%
chr22,42454358,42466846,4668,17,38,56,2,3,6,12488,0.14%,0.30%,0.45%,0.02%,0.02%,0.05%
chr3,14166440,14185179,79188,11,25,54,2,6,9,18739,0.06%,0.13%,0.29%,0.01%,0.03%,0.05%
chr22,42979727,43010968,84271,19,53,89,4,6,15,31241,0.06%,0.17%,0.28%,0.01%,0.02%,0.05%
chr4,57396775,57469673,100506564,19,52,84,7,18,35,72898,0.03%,0.07%,0.12%,0.01%,0.02%,0.05%
chr3,151143172,151176497,285313,19,46,62,4,10,16,33325,0.06%,0.14%,0.19%,0.01%,0.03%,0.05%
chr20,45129701,45142198,55713,17,37,54,2,4,6,12497,0.14%,0.30%,0.43%,0.02%,0.03%,0.05%
chr7,56131695,56148363,25870,18,42,67,2,6,8,16668,0.11%,0.25%,0.40%,0.01%,0.04%,0.05%
chr6,49467671,49494760,389396,11,33,56,2,7,13,27089,0.04%,0.12%,0.21%,0.01%,0.03%,0.05%
chr21,40928369,41045064,10317,33,82,131,11,33,56,116695,0.03%,0.07%,0.11%,0.01%,0.03%,0.05%
chr15,41809374,41836467,26015,11,32,53,3,9,13,27093,0.04%,0.12%,0.20%,0.01%,0.03%,0.05%
chr4,57036361,57194791,57482,38,97,128,23,58,76,158430,0.02%,0.06%,0.08%,0.01%,0.04%,0.05%
chr5,96211643,96255420,64167,27,56,89,8,15,21,43777,0.06%,0.13%,0.20%,0.02%,0.03%,0.05%
chr13,113030633,113089003,122258,26,64,114,8,17,28,58370,0.04%,0.11%,0.20%,0.01%,0.03%,0.05%
chr4,5544499,5711275,132884,47,113,182,16,46,80,166776,0.03%,0.07%,0.11%,0.01%,0.03%,0.05%
chr11,61891445,61920635,3619,16,45,72,2,10,14,29190,0.05%,0.15%,0.25%,0.01%,0.03%,0.05%
chr5,101569690,101632253,353189,18,51,74,10,20,30,62563,0.03%,0.08%,0.12%,0.02%,0.03%,0.05%
chr16,3292028,3306627,4210,19,39,57,3,4,7,14599,0.13%,0.27%,0.39%,0.02%,0.03%,0.05%
chr7,50511831,50518088,63979,11,32,57,0,1,3,6257,0.18%,0.51%,0.91%,0.00%,0.02%,0.05%
chr11,118795873,118829269,7379,22,49,75,2,8,16,33396,0.07%,0.15%,0.22%,0.01%,0.02%,0.05%
chr10,29135337,29170827,283080,26,63,104,8,14,17,35490,0.07%,0.18%,0.29%,0.02%,0.04%,0.05%
chr9,34957484,34982541,23349,8,27,44,3,7,12,25057,0.03%,0.11%,0.18%,0.01%,0.03%,0.05%
chr6,17281577,17294106,221662,15,47,64,0,3,6,12529,0.12%,0.38%,0.51%,0.00%,0.02%,0.05%
chr21,33664124,33687095,56246,13,25,43,3,5,11,22971,0.06%,0.11%,0.19%,0.01%,0.02%,0.05%
chr19,50936160,50969578,4606,17,49,87,2,9,16,33418,0.05%,0.15%,0.26%,0.01%,0.03%,0.05%
chr9,131707809,131709898,22845,10,20,28,0,1,1,2089,0.48%,0.96%,1.34%,0.00%,0.05%,0.05%
chr5,80256491,80525975,5924,40,100,177,29,74,129,269484,0.01%,0.04%,0.07%,0.01%,0.03%,0.05%
chr14,23881947,23904927,4625,25,45,66,2,11,11,22980,0.11%,0.20%,0.29%,0.01%,0.05%,0.05%
chr3,14693271,14714166,51244,20,55,89,2,7,10,20895,0.10%,0.26%,0.43%,0.01%,0.03%,0.05%
chr20,31805116,31815564,128861,12,26,40,2,5,5,10448,0.11%,0.25%,0.38%,0.02%,0.05%,0.05%
chr4,69313167,69363322,28983,17,48,74,2,16,24,50155,0.03%,0.10%,0.15%,0.00%,0.03%,0.05%
chr19,9715356,9732075,93134,22,35,41,6,7,8,16719,0.13%,0.21%,0.25%,0.04%,0.04%,0.05%
chr19,9715356,9732075,54811,22,35,41,6,7,8,16719,0.13%,0.21%,0.25%,0.04%,0.04%,0.05%
chr16,27798850,28074830,146395,37,101,150,30,85,132,275980,0.01%,0.04%,0.05%,0.01%,0.03%,0.05%
chr22,38004481,38029571,26088,18,50,69,5,10,12,25090,0.07%,0.20%,0.28%,0.02%,0.04%,0.05%
chr17,34087916,34092098,146853,13,24,35,2,2,2,4182,0.31%,0.57%,0.84%,0.05%,0.05%,0.05%
chr15,63334831,63364114,7168,16,44,72,3,9,14,29283,0.05%,0.15%,0.25%,0.01%,0.03%,0.05%
chr16,75661622,75682541,3735,14,30,43,4,7,10,20919,0.07%,0.14%,0.21%,0.02%,0.03%,0.05%
chr9,136228325,136242970,6836,24,63,101,5,7,7,14645,0.16%,0.43%,0.69%,0.03%,0.05%,0.05%
chr2,119981384,120023228,55240,13,45,65,5,15,20,41844,0.03%,0.11%,0.16%,0.01%,0.04%,0.05%
chr3,122399465,122449687,54625,20,54,80,4,19,24,50222,0.04%,0.11%,0.16%,0.01%,0.04%,0.05%
chr15,90703836,90772911,10509,22,50,97,6,15,33,69075,0.03%,0.07%,0.14%,0.01%,0.02%,0.05%
chr5,153570290,153800544,55568,31,110,194,16,59,110,230254,0.01%,0.05%,0.08%,0.01%,0.03%,0.05%
chr15,42834720,42841000,255252,10,17,24,0,2,3,6280,0.16%,0.27%,0.38%,0.00%,0.03%,0.05%
chr20,1544167,1600707,10326,25,65,113,6,18,27,56540,0.04%,0.11%,0.20%,0.01%,0.03%,0.05%
chr19,13228917,13251955,112939,17,46,69,4,8,11,23038,0.07%,0.20%,0.30%,0.02%,0.03%,0.05%
chr4,74702214,74714781,6372,13,18,22,2,3,6,12567,0.10%,0.14%,0.18%,0.02%,0.02%,0.05%
chr7,766338,829190,54919,17,55,103,4,18,30,62852,0.03%,0.09%,0.16%,0.01%,0.03%,0.05%
chr17,41052814,41065386,2538,8,17,24,1,4,6,12572,0.06%,0.14%,0.19%,0.01%,0.03%,0.05%
chr12,96588160,96663613,2004,17,73,108,4,24,36,75453,0.02%,0.10%,0.14%,0.01%,0.03%,0.05%
chr12,46751972,46766650,54407,15,22,24,4,6,7,14678,0.10%,0.15%,0.16%,0.03%,0.04%,0.05%
chr13,30776767,30881621,84056,31,78,126,12,30,50,104854,0.03%,0.07%,0.12%,0.01%,0.03%,0.05%
chr13,21276266,21297237,53342,12,32,43,3,7,10,20971,0.06%,0.15%,0.21%,0.01%,0.03%,0.05%
chr21,47744036,47865682,5116,25,72,128,9,27,58,121646,0.02%,0.06%,0.11%,0.01%,0.02%,0.05%
chr10,105642300,105677963,79991,14,36,58,4,8,17,35663,0.04%,0.10%,0.16%,0.01%,0.02%,0.05%
chr3,118930579,118959950,8702,22,57,80,1,8,14,29371,0.07%,0.19%,0.27%,0.00%,0.03%,0.05%
chr12,49223547,49246625,9416,16,43,55,3,8,11,23078,0.07%,0.19%,0.24%,0.01%,0.03%,0.05%
chr8,12940870,13373167,10395,78,207,334,53,141,206,432297,0.02%,0.05%,0.08%,0.01%,0.03%,0.05%
chr15,70340129,70390515,7090,28,80,130,7,19,24,50386,0.06%,0.16%,0.26%,0.01%,0.04%,0.05%
chr5,179921412,180005405,57472,32,93,166,5,22,40,83993,0.04%,0.11%,0.20%,0.01%,0.03%,0.05%
chr11,126173647,126215644,28960,20,64,100,4,13,20,41997,0.05%,0.15%,0.24%,0.01%,0.03%,0.05%
chr1,36549676,36553876,27285,6,11,14,2,2,2,4200,0.14%,0.26%,0.33%,0.05%,0.05%,0.05%
chr12,101786898,101801598,400,16,38,57,2,6,7,14700,0.11%,0.26%,0.39%,0.01%,0.04%,0.05%
chr12,120971283,121015397,9921,18,51,92,2,14,21,44114,0.04%,0.12%,0.21%,0.00%,0.03%,0.05%
chr17,80347099,80376513,79701,21,46,75,4,8,14,29414,0.07%,0.16%,0.25%,0.01%,0.03%,0.05%
chr10,29746267,30025710,6840,54,137,211,34,90,133,279443,0.02%,0.05%,0.08%,0.01%,0.03%,0.05%
chr14,74398204,74417117,145483,18,50,70,2,6,9,18913,0.10%,0.26%,0.37%,0.01%,0.03%,0.05%
chr9,77561497,77567802,55071,13,38,53,2,1,3,6305,0.21%,0.60%,0.84%,0.03%,0.02%,0.05%
chr19,19779605,19794318,94039,20,42,61,2,6,7,14713,0.14%,0.29%,0.41%,0.01%,0.04%,0.05%
chr6,111303218,111349466,84154,19,48,75,5,12,22,46248,0.04%,0.10%,0.16%,0.01%,0.03%,0.05%
chr14,24612574,24616779,5721,14,29,52,1,1,2,4205,0.33%,0.69%,1.24%,0.02%,0.02%,0.05%
chr13,109248500,109860355,23026,88,226,349,75,193,291,611855,0.01%,0.04%,0.06%,0.01%,0.03%,0.05%
chr19,19649057,19657468,148113,9,13,22,1,3,4,8411,0.11%,0.15%,0.26%,0.01%,0.04%,0.05%
chr9,140476531,140484942,116225,13,30,41,1,2,4,8411,0.15%,0.36%,0.49%,0.01%,0.02%,0.05%
chr5,178368192,178393434,285676,28,65,93,2,5,12,25242,0.11%,0.26%,0.37%,0.01%,0.02%,0.05%
chr14,105190523,105213662,122622,25,52,75,3,9,11,23139,0.11%,0.22%,0.32%,0.01%,0.04%,0.05%
chr20,49348081,49373332,84612,20,39,71,3,8,12,25251,0.08%,0.15%,0.28%,0.01%,0.03%,0.05%
chr5,169780491,170163636,30820,65,184,279,41,120,182,383145,0.02%,0.05%,0.07%,0.01%,0.03%,0.05%
chr7,75471920,75518244,57414,21,82,130,2,15,22,46324,0.05%,0.18%,0.28%,0.00%,0.03%,0.05%
chr1,174979925,174992561,63931,10,28,49,1,3,6,12636,0.08%,0.22%,0.39%,0.01%,0.02%,0.05%
chr6,4049668,4087578,222826,25,60,94,3,7,18,37910,0.07%,0.16%,0.25%,0.01%,0.02%,0.05%
chr6,158957468,159056460,57583,20,74,115,8,28,47,98992,0.02%,0.07%,0.12%,0.01%,0.03%,0.05%
chr4,88257762,88312538,51170,16,40,79,6,17,26,54776,0.03%,0.07%,0.14%,0.01%,0.03%,0.05%
chr14,77860364,77889860,122945,17,49,83,4,10,14,29496,0.06%,0.17%,0.28%,0.01%,0.03%,0.05%
chr10,26223196,26501456,53904,58,144,203,31,93,132,278260,0.02%,0.05%,0.07%,0.01%,0.03%,0.05%
chr19,13254872,13261197,8677,17,44,65,3,3,3,6325,0.27%,0.70%,1.03%,0.05%,0.05%,0.05%
chr5,271736,353971,10016,28,78,129,9,27,39,82235,0.03%,0.09%,0.16%,0.01%,0.03%,0.05%
chr14,75894419,75940814,122953,16,50,90,6,17,22,46395,0.03%,0.11%,0.19%,0.01%,0.04%,0.05%
chr5,52285156,52390609,3673,22,63,103,10,31,50,105453,0.02%,0.06%,0.10%,0.01%,0.03%,0.05%
chr5,176784838,176799602,10636,15,26,43,2,4,7,14764,0.10%,0.18%,0.29%,0.01%,0.03%,0.05%
chr19,44111371,44124026,126299,28,55,86,3,5,6,12655,0.22%,0.43%,0.68%,0.02%,0.04%,0.05%
chr15,42190950,42264776,30844,28,70,112,9,24,35,73826,0.04%,0.09%,0.15%,0.01%,0.03%,0.05%
chr17,411908,624957,55275,40,100,161,24,59,101,213049,0.02%,0.05%,0.08%,0.01%,0.03%,0.05%
chr7,23749786,23872132,56164,23,79,130,10,37,58,122346,0.02%,0.06%,0.11%,0.01%,0.03%,0.05%
chr14,70989075,71001732,8748,19,44,70,3,5,6,12657,0.15%,0.35%,0.55%,0.02%,0.04%,0.05%
chr10,122216466,122349367,196051,32,85,131,14,40,63,132901,0.02%,0.06%,0.10%,0.01%,0.03%,0.05%
chr5,40841286,40860275,84674,9,34,57,1,9,9,18989,0.05%,0.18%,0.30%,0.01%,0.05%,0.05%
chr20,24986868,25039616,84532,24,50,83,8,18,25,52748,0.05%,0.09%,0.16%,0.02%,0.03%,0.05%
chr2,175612320,175629200,1134,8,39,59,3,5,8,16880,0.05%,0.23%,0.35%,0.02%,0.03%,0.05%
chr12,109785708,109893328,283446,26,76,103,16,40,51,107620,0.02%,0.07%,0.10%,0.01%,0.04%,0.05%
chr3,111753690,111800116,344805,23,57,86,6,14,22,46426,0.05%,0.12%,0.19%,0.01%,0.03%,0.05%
chr2,68511303,68547183,25927,18,44,56,5,13,17,35880,0.05%,0.12%,0.16%,0.01%,0.04%,0.05%
chr1,24171567,24194784,2517,16,27,34,6,9,11,23217,0.07%,0.12%,0.15%,0.03%,0.04%,0.05%
chr17,48211104,48227991,84687,26,59,90,1,7,8,16887,0.15%,0.35%,0.53%,0.01%,0.04%,0.05%
chr3,119499331,119537332,8856,8,25,45,4,9,18,38001,0.02%,0.07%,0.12%,0.01%,0.02%,0.05%
chr1,111489807,111506701,55791,19,44,72,2,5,8,16894,0.11%,0.26%,0.43%,0.01%,0.03%,0.05%
chr13,32974861,33002315,90634,11,23,43,3,7,13,27454,0.04%,0.08%,0.16%,0.01%,0.03%,0.05%
chr15,43985084,43991420,548596,10,13,16,2,3,3,6336,0.16%,0.21%,0.25%,0.03%,0.05%,0.05%
chr15,43985084,43991420,1159,10,13,16,2,3,3,6336,0.16%,0.21%,0.25%,0.03%,0.05%,0.05%
chr6,112375275,112392171,8838,13,35,58,1,4,8,16896,0.08%,0.21%,0.34%,0.01%,0.02%,0.05%
chr5,170190354,170241051,2568,26,61,79,5,17,24,50697,0.05%,0.12%,0.16%,0.01%,0.03%,0.05%
chr4,100123795,100140694,130,13,32,52,2,4,8,16899,0.08%,0.19%,0.31%,0.01%,0.02%,0.05%
chr6,24667263,24705293,55856,20,53,78,4,11,18,38030,0.05%,0.14%,0.21%,0.01%,0.03%,0.05%
chr7,139208602,139229730,154790,14,46,66,3,7,10,21128,0.07%,0.22%,0.31%,0.01%,0.03%,0.05%
chr11,34874641,34938046,51074,22,59,74,7,24,30,63405,0.03%,0.09%,0.12%,0.01%,0.04%,0.05%
chr9,112403068,112713755,114299,52,150,235,28,86,147,310687,0.02%,0.05%,0.08%,0.01%,0.03%,0.05%
chr16,27413483,27462115,50615,20,35,54,7,14,23,48632,0.04%,0.07%,0.11%,0.01%,0.03%,0.05%
chr7,28338940,28865511,9586,84,234,357,54,154,249,526571,0.02%,0.04%,0.07%,0.01%,0.03%,0.05%
chr17,55916842,55927417,51649,19,41,82,1,4,5,10575,0.18%,0.39%,0.78%,0.01%,0.04%,0.05%
chr4,25749055,25865382,23231,26,72,117,9,31,55,116327,0.02%,0.06%,0.10%,0.01%,0.03%,0.05%
chr8,23243296,23315208,9583,32,89,138,6,23,34,71912,0.04%,0.12%,0.19%,0.01%,0.03%,0.05%
chr10,80828792,81076276,57178,40,120,179,21,83,117,247484,0.02%,0.05%,0.07%,0.01%,0.03%,0.05%
chr15,74362198,74374891,55889,15,22,32,6,6,6,12693,0.12%,0.17%,0.25%,0.05%,0.05%,0.05%
chr17,61896793,61907372,117246,10,27,36,1,4,5,10579,0.09%,0.26%,0.34%,0.01%,0.04%,0.05%
chr19,2100988,2164464,8943,26,73,104,12,25,30,63476,0.04%,0.12%,0.16%,0.02%,0.04%,0.05%
chr10,74033678,74035794,54541,6,8,11,2,2,1,2116,0.28%,0.38%,0.52%,0.09%,0.09%,0.05%
chr8,71547553,71581409,51110,19,51,66,4,13,16,33856,0.06%,0.15%,0.19%,0.01%,0.04%,0.05%
chr11,66313866,66330800,89,10,25,35,1,5,8,16934,0.06%,0.15%,0.21%,0.01%,0.03%,0.05%
chr3,58318607,58411748,54899,28,78,105,13,34,44,93141,0.03%,0.08%,0.11%,0.01%,0.04%,0.05%
chr9,135037334,135119921,84628,26,65,85,9,30,39,82587,0.03%,0.08%,0.10%,0.01%,0.04%,0.05%
chr17,18601311,18639431,147166,15,39,60,2,11,18,38120,0.04%,0.10%,0.16%,0.01%,0.03%,0.05%
chr11,112118876,112131583,349633,11,22,39,4,5,6,12707,0.09%,0.17%,0.31%,0.03%,0.04%,0.05%
chr17,34245070,34257777,201299,18,36,54,0,3,6,12707,0.14%,0.28%,0.42%,0.00%,0.02%,0.05%
chr5,137419581,137428054,7478,4,18,31,1,1,4,8473,0.05%,0.21%,0.37%,0.01%,0.01%,0.05%
chr1,175126123,175162135,9674,21,55,88,4,14,17,36012,0.06%,0.15%,0.24%,0.01%,0.04%,0.05%
chr7,151653464,151717019,168391,21,57,88,8,21,30,63555,0.03%,0.09%,0.14%,0.01%,0.03%,0.05%
chr13,95089558,95131936,1638,15,58,87,2,15,20,42378,0.04%,0.14%,0.21%,0.00%,0.04%,0.05%
chr17,56378592,56406152,9256,12,30,49,2,8,13,27560,0.04%,0.11%,0.18%,0.01%,0.03%,0.05%
chr20,50668202,50820847,55734,29,88,142,16,47,72,152645,0.02%,0.06%,0.09%,0.01%,0.03%,0.05%
chr4,130014472,130037795,132321,12,31,49,3,5,11,23323,0.05%,0.13%,0.21%,0.01%,0.02%,0.05%
chr1,117297007,117311850,914,10,27,42,3,6,7,14843,0.07%,0.18%,0.28%,0.02%,0.04%,0.05%
chr9,135285430,135448704,389799,28,77,115,16,49,77,163274,0.02%,0.05%,0.07%,0.01%,0.03%,0.05%
chr12,9066492,9094063,1911,15,45,84,2,7,13,27571,0.05%,0.16%,0.30%,0.01%,0.03%,0.05%
chr2,32853099,33046118,55622,24,74,132,11,45,91,193019,0.01%,0.04%,0.07%,0.01%,0.02%,0.05%
chr2,102803433,102856462,8808,13,49,85,3,17,25,53029,0.02%,0.09%,0.16%,0.01%,0.03%,0.05%
chr12,104510855,104532067,4801,14,37,64,5,7,10,21212,0.07%,0.17%,0.30%,0.02%,0.03%,0.05%
chr1,165171104,165325952,4009,30,90,145,16,47,73,154848,0.02%,0.06%,0.09%,0.01%,0.03%,0.05%
chr9,71939488,72007371,9413,28,72,121,8,19,32,67883,0.04%,0.11%,0.18%,0.01%,0.03%,0.05%
chr19,42212504,42233718,1048,10,31,40,2,7,10,21214,0.05%,0.15%,0.19%,0.01%,0.03%,0.05%
chr4,175750819,175899331,11086,35,93,145,18,43,70,148512,0.02%,0.06%,0.10%,0.01%,0.03%,0.05%
chr1,151020216,151024462,54964,12,31,49,1,1,2,4246,0.28%,0.73%,1.15%,0.02%,0.02%,0.05%
chr13,111293759,111365950,79587,31,69,108,11,23,34,72191,0.04%,0.10%,0.15%,0.02%,0.03%,0.05%
chr12,49717019,49725514,10024,17,27,38,2,2,4,8495,0.20%,0.32%,0.45%,0.02%,0.02%,0.05%
chr8,145539954,145550573,8694,10,23,35,1,4,5,10619,0.09%,0.22%,0.33%,0.01%,0.04%,0.05%
chr9,136895427,136933657,8019,31,79,115,4,11,18,38230,0.08%,0.21%,0.30%,0.01%,0.03%,0.05%
chr13,103451399,103493885,54841,24,57,97,5,13,20,42486,0.06%,0.13%,0.23%,0.01%,0.03%,0.05%
chr10,71812552,71872036,55506,16,45,79,6,15,28,59484,0.03%,0.08%,0.13%,0.01%,0.03%,0.05%
chr19,42381190,42385439,973,13,25,32,1,2,2,4249,0.31%,0.59%,0.75%,0.02%,0.05%,0.05%
chr17,18853658,18925908,125206,21,57,73,11,28,34,72250,0.03%,0.08%,0.10%,0.02%,0.04%,0.05%
chr2,160092304,160143310,151525,14,41,65,7,14,24,51006,0.03%,0.08%,0.13%,0.01%,0.03%,0.05%
chr1,169818772,169863408,57147,20,57,74,5,15,21,44636,0.04%,0.13%,0.17%,0.01%,0.03%,0.05%
chr9,32384618,32454767,48,22,62,97,4,19,33,70149,0.03%,0.09%,0.14%,0.01%,0.03%,0.05%
chr12,95611522,95696566,55591,25,73,122,10,23,40,85044,0.03%,0.09%,0.14%,0.01%,0.03%,0.05%
chr14,24028774,24037279,8906,24,46,60,2,4,4,8505,0.28%,0.54%,0.71%,0.02%,0.05%,0.05%
chr22,20004537,20053449,128989,25,75,114,4,14,23,48912,0.05%,0.15%,0.23%,0.01%,0.03%,0.05%
chr19,49891475,49921251,147872,18,32,51,5,8,14,29776,0.06%,0.11%,0.17%,0.02%,0.03%,0.05%
chr22,17264302,17302589,150165,25,58,88,4,12,18,38287,0.07%,0.15%,0.23%,0.01%,0.03%,0.05%
chr17,7743222,7758114,23135,13,33,47,1,3,7,14892,0.09%,0.22%,0.32%,0.01%,0.02%,0.05%
chr2,102927989,103015218,8809,19,76,110,9,30,41,87229,0.02%,0.09%,0.13%,0.01%,0.03%,0.05%
chr6,96025419,96057333,79694,15,38,59,4,9,15,31914,0.05%,0.12%,0.18%,0.01%,0.03%,0.05%
chr12,54026510,54071192,517,17,42,69,3,13,21,44682,0.04%,0.09%,0.15%,0.01%,0.03%,0.05%
chr11,67182439,67193078,57571,11,18,22,4,3,5,10639,0.10%,0.17%,0.21%,0.04%,0.03%,0.05%
chr19,48216600,48246391,30846,23,67,99,2,10,14,29791,0.08%,0.22%,0.33%,0.01%,0.03%,0.05%
chr22,26887191,26908471,24144,26,60,88,3,9,10,21280,0.12%,0.28%,0.41%,0.01%,0.04%,0.05%
chr16,16472912,16487811,101059953,6,17,27,4,7,7,14899,0.04%,0.11%,0.18%,0.03%,0.05%,0.05%
chr16,16472912,16487811,101059938,6,17,27,4,7,7,14899,0.04%,0.11%,0.18%,0.03%,0.05%,0.05%
chr3,150643950,150690786,7401,30,60,82,9,16,22,46836,0.06%,0.13%,0.18%,0.02%,0.03%,0.05%
chr15,78423840,78464291,3419,18,54,90,3,13,19,40451,0.04%,0.13%,0.22%,0.01%,0.03%,0.05%
chr17,7093209,7123021,1742,18,50,74,4,10,14,29812,0.06%,0.17%,0.25%,0.01%,0.03%,0.05%
chr1,156698234,156706752,51093,18,38,49,1,4,4,8518,0.21%,0.45%,0.58%,0.01%,0.05%,0.05%
chr8,140613081,140715299,51305,26,63,105,8,30,48,102218,0.03%,0.06%,0.10%,0.01%,0.03%,0.05%
chr7,29034847,29235067,54504,37,112,173,15,61,94,200220,0.02%,0.06%,0.09%,0.01%,0.03%,0.05%
chr6,55299167,55444012,54511,31,90,137,15,48,68,144845,0.02%,0.06%,0.09%,0.01%,0.03%,0.05%
chr18,43906772,44043103,494470,36,84,137,19,41,64,136331,0.03%,0.06%,0.10%,0.01%,0.03%,0.05%
chr12,29565407,29650619,341350,19,51,75,9,25,40,85212,0.02%,0.06%,0.09%,0.01%,0.03%,0.05%
chr11,924894,1012239,161,36,84,123,8,31,41,87345,0.04%,0.10%,0.14%,0.01%,0.04%,0.05%
chr9,112542769,112934792,11217,53,162,264,38,107,184,392023,0.01%,0.04%,0.07%,0.01%,0.03%,0.05%
chr18,47901365,47920543,220134,16,50,79,1,9,9,19178,0.08%,0.26%,0.41%,0.01%,0.05%,0.05%
chr10,61410523,61495760,220963,28,55,97,8,15,40,85237,0.03%,0.06%,0.11%,0.01%,0.02%,0.05%
chr19,57630506,57643294,57663,15,40,67,2,5,6,12788,0.12%,0.31%,0.52%,0.02%,0.04%,0.05%
chr9,112542589,112934792,11217,53,162,264,38,107,184,392203,0.01%,0.04%,0.07%,0.01%,0.03%,0.05%
chr2,233924677,234116549,3635,44,113,168,24,60,90,191872,0.02%,0.06%,0.09%,0.01%,0.03%,0.05%
chr11,72975550,73009662,5031,29,52,73,4,12,16,34112,0.09%,0.15%,0.21%,0.01%,0.04%,0.05%
chr11,7260009,7490273,143425,48,118,179,31,66,108,230264,0.02%,0.05%,0.08%,0.01%,0.03%,0.05%
chr18,14507338,14543584,388468,19,49,81,3,10,17,36246,0.05%,0.14%,0.22%,0.01%,0.03%,0.05%
chr12,14939410,14956474,51729,17,38,46,1,5,8,17064,0.10%,0.22%,0.27%,0.01%,0.03%,0.05%
chr18,44681413,44702745,51124,8,18,30,3,5,10,21332,0.04%,0.08%,0.14%,0.01%,0.02%,0.05%
chr3,186285192,186315061,51726,13,47,82,2,7,14,29869,0.04%,0.16%,0.27%,0.01%,0.02%,0.05%
chr8,37553269,37557537,80139,10,22,36,1,2,2,4268,0.23%,0.52%,0.84%,0.02%,0.05%,0.05%
chr7,55433141,55501435,55915,14,48,78,5,18,32,68294,0.02%,0.07%,0.11%,0.01%,0.03%,0.05%
chr11,114128509,114184007,4837,24,63,113,6,17,26,55498,0.04%,0.11%,0.20%,0.01%,0.03%,0.05%
chr18,77439801,77514510,9150,38,106,169,7,22,35,74709,0.05%,0.14%,0.23%,0.01%,0.03%,0.05%
chr11,17373273,17398888,374383,8,38,60,2,9,12,25615,0.03%,0.15%,0.23%,0.01%,0.04%,0.05%
chr2,189839046,189877472,1281,14,30,53,4,12,18,38426,0.04%,0.08%,0.14%,0.01%,0.03%,0.05%
chr1,9095166,9148537,6518,24,81,117,5,18,25,53371,0.04%,0.15%,0.22%,0.01%,0.03%,0.05%
chr19,18893583,18902123,1311,14,39,67,2,4,4,8540,0.16%,0.46%,0.78%,0.02%,0.05%,0.05%
chr3,179370543,179507189,8975,23,64,98,16,41,64,136646,0.02%,0.05%,0.07%,0.01%,0.03%,0.05%
